incident_id,incident_category,severity,incident_description,resolution_status,location
253,Warehouse Issue,High,Order picking queue exceeded capacity. Reported at Mumbai facility during shift 1.,In Progress,Chennai
254,Transportation Failure,Medium,Delivery vehicle breakdown reported. Reported at Kolkata facility during shift 3.,In Progress,Mumbai
255,Damaged Goods,Critical,Forklift accident damaged inventory. Reported at Chennai facility during shift 2.,Resolved,Pune
256,Warehouse Issue,Low,Storage location information incorrect. Reported at Delhi facility during shift 1.,In Progress,Delhi
257,Warehouse Issue,Medium,Put-away process delayed inventory availability. Reported at Ahmedabad facility during shift 2.,Open,Chennai
258,Damaged Goods,Critical,Forklift accident damaged inventory. Reported at Delhi facility during shift 3.,Resolved,Kolkata
259,Shipment Delay,Medium,Driver shortage affected transportation schedule. Reported at Hyderabad facility during shift 1.,Open,Bengaluru
260,Transportation Failure,Low,Accident blocked scheduled delivery route. Reported at Ahmedabad facility during shift 1.,In Progress,Chennai
261,Customs Issue,Low,Shipment flagged for compliance audit. Reported at Bengaluru facility during shift 3.,In Progress,Chennai
262,Documentation Error,Medium,Incorrect consignee information provided. Reported at Bengaluru facility during shift 3.,Resolved,Mumbai
263,Documentation Error,Medium,Incorrect consignee information provided. Reported at Mumbai facility during shift 3.,Resolved,Chennai
264,Transportation Failure,Medium,Transportation network disruption reported. Reported at Ahmedabad facility during shift 1.,In Progress,Hyderabad
265,Customs Issue,Medium,Shipment held by customs authorities. Reported at Pune facility during shift 1.,Resolved,Mumbai
266,Warehouse Issue,Low,Cycle count discrepancy identified. Reported at Pune facility during shift 1.,Resolved,Pune
267,Warehouse Issue,Medium,Dock congestion slowed warehouse throughput. Reported at Delhi facility during shift 3.,Resolved,Ahmedabad
268,Customs Issue,High,Import documentation under review. Reported at Delhi facility during shift 1.,In Progress,Chennai
269,Damaged Goods,High,Forklift accident damaged inventory. Reported at Chennai facility during shift 1.,In Progress,Hyderabad
270,Documentation Error,Low,Purchase order details inconsistent. Reported at Ahmedabad facility during shift 2.,Resolved,Bengaluru
271,Damaged Goods,Medium,Water exposure damaged packaged goods. Reported at Chennai facility during shift 3.,Open,Pune
272,Transportation Failure,Medium,Trailer availability issue delayed dispatch. Reported at Kolkata facility during shift 3.,In Progress,Pune
273,Inventory Shortage,Critical,Inventory forecast underestimated demand. Reported at Ahmedabad facility during shift 2.,Resolved,Hyderabad
274,Warehouse Issue,Medium,Picking error occurred in warehouse. Reported at Kolkata facility during shift 1.,Open,Hyderabad
275,Damaged Goods,Medium,Product packaging torn during loading. Reported at Mumbai facility during shift 2.,In Progress,Ahmedabad
276,Documentation Error,Medium,Data entry error impacted shipment records. Reported at Kolkata facility during shift 1.,In Progress,Ahmedabad
277,Shipment Delay,Critical,Dispatch process delayed at origin facility. Reported at Pune facility during shift 3.,In Progress,Chennai
278,Shipment Delay,Medium,Shipment rerouted causing additional transit time. Reported at Kolkata facility during shift 2.,Resolved,Delhi
279,Shipment Delay,Low,Port congestion delayed shipment arrival. Reported at Ahmedabad facility during shift 1.,Open,Pune
280,Damaged Goods,Low,Pallet collapse resulted in product damage. Reported at Chennai facility during shift 3.,In Progress,Pune
281,Damaged Goods,Low,Improper handling caused item breakage. Reported at Mumbai facility during shift 3.,In Progress,Kolkata
282,Damaged Goods,Critical,Fragile goods mishandled during unloading. Reported at Hyderabad facility during shift 1.,Open,Delhi
283,Transportation Failure,Low,Transportation vendor system outage reported. Reported at Kolkata facility during shift 3.,In Progress,Ahmedabad
284,Inventory Shortage,Critical,Cycle count revealed stock deficiency. Reported at Hyderabad facility during shift 3.,In Progress,Bengaluru
285,Shipment Delay,Low,Port congestion delayed shipment arrival. Reported at Mumbai facility during shift 2.,Resolved,Ahmedabad
286,Shipment Delay,Medium,Driver shortage affected transportation schedule. Reported at Pune facility during shift 3.,Open,Hyderabad
287,Damaged Goods,High,Transit vibration caused product defects. Reported at Delhi facility during shift 3.,Resolved,Delhi
288,Warehouse Issue,Critical,Receiving delay impacted warehouse operations. Reported at Bengaluru facility during shift 1.,Open,Bengaluru
289,Warehouse Issue,Medium,Warehouse management system outage reported. Reported at Chennai facility during shift 2.,In Progress,Ahmedabad
290,Warehouse Issue,High,Inventory misplaced within storage area. Reported at Delhi facility during shift 3.,Open,Hyderabad
291,Transportation Failure,Medium,Equipment malfunction impacted transport operations. Reported at Ahmedabad facility during shift 3.,In Progress,Mumbai
292,Inventory Shortage,Medium,Safety stock threshold breached. Reported at Mumbai facility during shift 2.,Resolved,Pune
293,Inventory Shortage,Medium,Warehouse unable to fulfill requested quantity. Reported at Delhi facility during shift 1.,Open,Mumbai
294,Documentation Error,Low,Customs paperwork contained errors. Reported at Hyderabad facility during shift 1.,Resolved,Bengaluru
295,Damaged Goods,Low,Temperature excursion affected product quality. Reported at Hyderabad facility during shift 1.,Resolved,Hyderabad
296,Inventory Shortage,Medium,Raw material shortage impacted production. Reported at Hyderabad facility during shift 3.,Resolved,Delhi
297,Documentation Error,Medium,Documentation approval pending correction. Reported at Delhi facility during shift 1.,Resolved,Pune
298,Warehouse Issue,Low,Order consolidation process delayed shipment. Reported at Chennai facility during shift 1.,Resolved,Hyderabad
299,Customs Issue,Medium,Border inspection extended shipment hold. Reported at Kolkata facility during shift 3.,In Progress,Hyderabad
300,Customs Issue,High,Regulatory verification delayed release. Reported at Ahmedabad facility during shift 1.,Resolved,Kolkata
301,Damaged Goods,Low,Improper handling caused item breakage. Reported at Mumbai facility during shift 3.,In Progress,Kolkata
302,Transportation Failure,Medium,Fleet utilization exceeded available capacity. Reported at Bengaluru facility during shift 2.,In Progress,Pune
303,Customs Issue,Low,Trade compliance review delayed processing. Reported at Pune facility during shift 2.,In Progress,Mumbai
304,Damaged Goods,Low,Forklift accident damaged inventory. Reported at Ahmedabad facility during shift 1.,Open,Delhi
305,Shipment Delay,High,Shipment delayed due to customs inspection. Reported at Hyderabad facility during shift 2.,In Progress,Bengaluru
306,Warehouse Issue,Critical,Order consolidation process delayed shipment. Reported at Delhi facility during shift 2.,Resolved,Pune
307,Inventory Shortage,Critical,Unexpected order spike exhausted stock. Reported at Delhi facility during shift 2.,In Progress,Ahmedabad
308,Damaged Goods,Critical,Improper handling caused item breakage. Reported at Chennai facility during shift 1.,Resolved,Ahmedabad
309,Inventory Shortage,Low,Demand exceeded available stock levels. Reported at Pune facility during shift 1.,In Progress,Ahmedabad
310,Damaged Goods,Medium,Temperature excursion affected product quality. Reported at Chennai facility during shift 1.,In Progress,Pune
311,Warehouse Issue,Medium,Order picking queue exceeded capacity. Reported at Pune facility during shift 1.,Resolved,Bengaluru
312,Damaged Goods,Medium,Temperature excursion affected product quality. Reported at Hyderabad facility during shift 1.,In Progress,Hyderabad
313,Warehouse Issue,Critical,Cycle count discrepancy identified. Reported at Mumbai facility during shift 1.,In Progress,Pune
314,Warehouse Issue,Low,Receiving delay impacted warehouse operations. Reported at Pune facility during shift 1.,Resolved,Kolkata
315,Documentation Error,Low,Incorrect shipping documentation submitted. Reported at Chennai facility during shift 1.,In Progress,Ahmedabad
316,Documentation Error,High,Export declaration contained errors. Reported at Delhi facility during shift 3.,Open,Pune
317,Documentation Error,Critical,Incorrect consignee information provided. Reported at Delhi facility during shift 2.,Resolved,Hyderabad
318,Documentation Error,Medium,Incorrect consignee information provided. Reported at Ahmedabad facility during shift 3.,In Progress,Chennai
319,Damaged Goods,Medium,Water exposure damaged packaged goods. Reported at Mumbai facility during shift 2.,Resolved,Chennai
320,Documentation Error,High,Export declaration contained errors. Reported at Hyderabad facility during shift 3.,Resolved,Bengaluru
321,Customs Issue,Medium,Shipment held by customs authorities. Reported at Ahmedabad facility during shift 1.,Resolved,Kolkata
322,Inventory Shortage,Medium,Inventory reservation conflict identified. Reported at Bengaluru facility during shift 1.,Resolved,Mumbai
323,Inventory Shortage,Medium,Warehouse stock shortage detected. Reported at Ahmedabad facility during shift 2.,In Progress,Bengaluru
324,Transportation Failure,High,Transportation vendor system outage reported. Reported at Ahmedabad facility during shift 3.,Resolved,Delhi
325,Documentation Error,Medium,Bill of lading information mismatch detected. Reported at Pune facility during shift 3.,In Progress,Pune
326,Inventory Shortage,Medium,Inventory forecast underestimated demand. Reported at Pune facility during shift 3.,Resolved,Hyderabad
327,Documentation Error,Low,Export declaration contained errors. Reported at Bengaluru facility during shift 1.,In Progress,Bengaluru
328,Damaged Goods,Low,Warehouse accident damaged stored inventory. Reported at Hyderabad facility during shift 3.,Resolved,Ahmedabad
329,Damaged Goods,Critical,Improper handling caused item breakage. Reported at Pune facility during shift 3.,Resolved,Hyderabad
330,Damaged Goods,High,Product packaging torn during loading. Reported at Kolkata facility during shift 2.,Open,Hyderabad
331,Shipment Delay,Critical,Carrier scheduling issue caused shipment delay. Reported at Mumbai facility during shift 2.,Resolved,Hyderabad
332,Customs Issue,High,Import permit approval pending. Reported at Bengaluru facility during shift 1.,In Progress,Hyderabad
333,Inventory Shortage,Low,Product unavailable due to inventory mismatch. Reported at Bengaluru facility during shift 1.,Resolved,Bengaluru
334,Customs Issue,Medium,Border inspection extended shipment hold. Reported at Chennai facility during shift 1.,Resolved,Ahmedabad
335,Shipment Delay,Critical,Shipment rerouted causing additional transit time. Reported at Delhi facility during shift 1.,Open,Kolkata
336,Customs Issue,Medium,Country-specific restriction affected import. Reported at Ahmedabad facility during shift 2.,In Progress,Pune
337,Damaged Goods,Medium,Fragile goods mishandled during unloading. Reported at Chennai facility during shift 1.,Open,Chennai
338,Inventory Shortage,Critical,Supplier delay created inventory gap. Reported at Delhi facility during shift 1.,In Progress,Ahmedabad
339,Inventory Shortage,Low,Warehouse unable to fulfill requested quantity. Reported at Hyderabad facility during shift 1.,Resolved,Mumbai
340,Damaged Goods,Medium,Shipment contents damaged in transit. Reported at Ahmedabad facility during shift 3.,In Progress,Delhi
341,Warehouse Issue,Low,Inventory misplaced within storage area. Reported at Ahmedabad facility during shift 2.,Open,Pune
342,Inventory Shortage,Low,Procurement delay affected inventory availability. Reported at Ahmedabad facility during shift 3.,Open,Chennai
343,Customs Issue,Medium,Customs requested additional documentation. Reported at Hyderabad facility during shift 3.,Open,Delhi
344,Documentation Error,Medium,Manifest information incomplete. Reported at Kolkata facility during shift 2.,Open,Kolkata
