incident_id,incident_category,severity,incident_description,resolution_status,location,clean_text
185,Shipment Delay,Critical,Shipment rerouted causing additional transit time. Reported at Pune facility during shift 3.,Resolved,Pune,shipment rerouted cause additional transit time report pune facility shift
186,Shipment Delay,Critical,Delivery delayed due to traffic disruption. Reported at Hyderabad facility during shift 1.,In Progress,Mumbai,delivery delay due traffic disruption report hyderabad facility shift
187,Customs Issue,High,Border inspection extended shipment hold. Reported at Chennai facility during shift 1.,Open,Delhi,border inspection extend shipment hold report chennai facility shift
188,Warehouse Issue,High,Cycle count discrepancy identified. Reported at Bengaluru facility during shift 1.,Resolved,Bengaluru,cycle count discrepancy identify report bengaluru facility shift
189,Documentation Error,High,Bill of lading information mismatch detected. Reported at Bengaluru facility during shift 2.,Resolved,Chennai,bill lade information mismatch detect report bengaluru facility shift
190,Damaged Goods,Medium,Transit vibration caused product defects. Reported at Delhi facility during shift 1.,Open,Mumbai,transit vibration cause product defect report delhi facility shift
191,Customs Issue,Low,Trade compliance review delayed processing. Reported at Chennai facility during shift 1.,Open,Pune,trade compliance review delay process report chennai facility shift
192,Shipment Delay,Low,Port congestion delayed shipment arrival. Reported at Hyderabad facility during shift 1.,In Progress,Mumbai,port congestion delay shipment arrival report hyderabad facility shift
193,Customs Issue,High,Customs clearance process delayed. Reported at Ahmedabad facility during shift 2.,Resolved,Mumbai,customs clearance process delay report ahmedabad facility shift
194,Transportation Failure,Low,Transportation vendor system outage reported. Reported at Bengaluru facility during shift 3.,Resolved,Hyderabad,transportation vendor system outage report report bengaluru facility shift
195,Transportation Failure,Critical,Accident blocked scheduled delivery route. Reported at Chennai facility during shift 1.,In Progress,Kolkata,accident block schedule delivery route report chennai facility shift
196,Customs Issue,Critical,Customs clearance process delayed. Reported at Ahmedabad facility during shift 3.,Open,Mumbai,customs clearance process delay report ahmedabad facility shift
197,Damaged Goods,Low,Container impact damaged shipment contents. Reported at Delhi facility during shift 1.,Resolved,Pune,container impact damage shipment content report delhi facility shift
198,Transportation Failure,Medium,Route planning error delayed movement. Reported at Hyderabad facility during shift 2.,In Progress,Mumbai,route plan error delay movement report hyderabad facility shift
199,Warehouse Issue,Medium,Put-away process delayed inventory availability. Reported at Mumbai facility during shift 3.,Resolved,Bengaluru,putaway process delay inventory availability report mumbai facility shift
200,Transportation Failure,Medium,Fleet utilization exceeded available capacity. Reported at Bengaluru facility during shift 2.,In Progress,Kolkata,fleet utilization exceed available capacity report bengaluru facility shift
201,Transportation Failure,Medium,Equipment malfunction impacted transport operations. Reported at Mumbai facility during shift 2.,Resolved,Hyderabad,equipment malfunction impact transport operations report mumbai facility shift
202,Damaged Goods,Low,Goods arrived with visible damage. Reported at Ahmedabad facility during shift 1.,Open,Mumbai,goods arrive visible damage report ahmedabad facility shift
203,Transportation Failure,Medium,Transport route disruption due to road closure. Reported at Pune facility during shift 1.,Resolved,Pune,transport route disruption due road closure report pune facility shift
204,Customs Issue,High,Customs clearance process delayed. Reported at Kolkata facility during shift 2.,In Progress,Chennai,customs clearance process delay report kolkata facility shift
205,Damaged Goods,Low,Container impact damaged shipment contents. Reported at Hyderabad facility during shift 2.,Resolved,Bengaluru,container impact damage shipment content report hyderabad facility shift
206,Inventory Shortage,High,Raw material shortage impacted production. Reported at Ahmedabad facility during shift 1.,In Progress,Pune,raw material shortage impact production report ahmedabad facility shift
207,Shipment Delay,Low,Driver shortage affected transportation schedule. Reported at Hyderabad facility during shift 3.,In Progress,Chennai,driver shortage affect transportation schedule report hyderabad facility shift
208,Documentation Error,Low,Shipping label generated with incorrect address. Reported at Hyderabad facility during shift 1.,Resolved,Hyderabad,ship label generate incorrect address report hyderabad facility shift
209,Damaged Goods,High,Water exposure damaged packaged goods. Reported at Chennai facility during shift 1.,Resolved,Kolkata,water exposure damage package goods report chennai facility shift
210,Shipment Delay,High,Port congestion delayed shipment arrival. Reported at Chennai facility during shift 1.,Open,Kolkata,port congestion delay shipment arrival report chennai facility shift
211,Transportation Failure,Medium,Fleet utilization exceeded available capacity. Reported at Pune facility during shift 1.,Resolved,Pune,fleet utilization exceed available capacity report pune facility shift
212,Warehouse Issue,Low,Cycle count discrepancy identified. Reported at Mumbai facility during shift 1.,Resolved,Chennai,cycle count discrepancy identify report mumbai facility shift
213,Customs Issue,Medium,Customs clearance process delayed. Reported at Hyderabad facility during shift 2.,In Progress,Ahmedabad,customs clearance process delay report hyderabad facility shift
214,Transportation Failure,Low,Vehicle maintenance issue halted delivery. Reported at Bengaluru facility during shift 3.,In Progress,Mumbai,vehicle maintenance issue halt delivery report bengaluru facility shift
215,Damaged Goods,Medium,Fragile goods mishandled during unloading. Reported at Ahmedabad facility during shift 3.,Open,Bengaluru,fragile goods mishandle unload report ahmedabad facility shift
216,Transportation Failure,Low,Route planning error delayed movement. Reported at Chennai facility during shift 1.,Open,Delhi,route plan error delay movement report chennai facility shift
217,Warehouse Issue,Low,Inventory allocation issue detected. Reported at Hyderabad facility during shift 2.,In Progress,Kolkata,inventory allocation issue detect report hyderabad facility shift
218,Inventory Shortage,High,Inventory replenishment delayed. Reported at Kolkata facility during shift 3.,Resolved,Pune,inventory replenishment delay report kolkata facility shift
219,Shipment Delay,Low,Delivery delayed due to traffic disruption. Reported at Chennai facility during shift 2.,Open,Pune,delivery delay due traffic disruption report chennai facility shift
220,Documentation Error,Medium,Purchase order details inconsistent. Reported at Kolkata facility during shift 3.,In Progress,Mumbai,purchase order detail inconsistent report kolkata facility shift
221,Transportation Failure,High,Delivery vehicle breakdown reported. Reported at Pune facility during shift 1.,Resolved,Ahmedabad,delivery vehicle breakdown report report pune facility shift
222,Warehouse Issue,Medium,Put-away process delayed inventory availability. Reported at Pune facility during shift 1.,Open,Bengaluru,putaway process delay inventory availability report pune facility shift
223,Transportation Failure,Low,Route planning error delayed movement. Reported at Kolkata facility during shift 3.,In Progress,Pune,route plan error delay movement report kolkata facility shift
224,Inventory Shortage,Medium,Safety stock threshold breached. Reported at Delhi facility during shift 1.,Open,Bengaluru,safety stock threshold breach report delhi facility shift
225,Warehouse Issue,Critical,Receiving delay impacted warehouse operations. Reported at Pune facility during shift 3.,Resolved,Delhi,receive delay impact warehouse operations report pune facility shift
226,Inventory Shortage,Low,Product unavailable due to inventory mismatch. Reported at Delhi facility during shift 2.,Resolved,Delhi,product unavailable due inventory mismatch report delhi facility shift
227,Warehouse Issue,Critical,Space constraint affected storage operations. Reported at Mumbai facility during shift 1.,Resolved,Ahmedabad,space constraint affect storage operations report mumbai facility shift
